order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,delivery_address,expected_delivery_time,delivery_partner_id
2698,288,107,Aloo Paratha,2024-01-18 08:34:59,2024-01-18 10:26:59,Successful,845.17,5,"27, Chauhan Ganj, Guwahati-857864",2024-01-18 09:07:59,362
2699,189,173,Dal Makhani,2024-03-23 20:43:34,2024-03-23 22:04:34,Successful,815.42,2,"17/738
Anand
Jaunpur-950279",2024-03-23 21:10:34,417
2700,153,119,Samosa,2024-07-09 20:20:06,2024-07-09 20:48:06,Cancelled,319.25,3,"H.No. 52
D’Alia, Bhalswa Jahangir Pur 802701",2024-07-09 20:54:06,316
2701,386,269,Pav Bhaji,2024-09-04 02:35:35,2024-09-04 03:29:35,Successful,734.83,3,"60, Sarin Circle, Mirzapur 596016",2024-09-04 03:14:35,189
2702,15,238,Butter Chicken,2024-06-15 21:23:02,2024-06-15 23:00:02,Successful,316.78,4,"455, Bose Zila, Hyderabad 798118",2024-06-15 21:52:02,256
2703,42,64,Butter Chicken,2024-03-01 04:03:42,2024-03-01 06:03:42,Successful,361.94,1,"31/07, Kari Path
Hapur-623622",2024-03-01 04:32:42,395
2704,147,152,Aloo Paratha,2024-08-19 18:39:10,2024-08-19 19:14:10,Cancelled,190.42,1,"58
Wable Chowk
Guntur-357341",2024-08-19 18:59:10,157
2705,151,154,Pav Bhaji,2024-03-30 20:40:50,2024-03-30 21:06:50,Successful,828.35,1,"977, Shankar Street, Anantapuram 691964",2024-03-30 21:00:50,369
2706,378,210,Aloo Paratha,2024-04-03 16:41:37,2024-04-03 17:47:37,Successful,296.95,2,"H.No. 099, Dar Zila, Hazaribagh 346276",2024-04-03 17:04:37,43
2707,12,282,Butter Chicken,2024-06-23 21:29:46,2024-06-23 21:55:46,Successful,792.88,3,"53
Sem Street
Bulandshahr 844017",2024-06-23 21:54:46,183
2708,388,33,Chole Bhature,2024-01-19 15:32:12,2024-01-19 16:40:12,Successful,703.09,3,"015
Sachar Marg
Khora  220617",2024-01-19 16:01:12,226
2709,89,104,Biryani,2024-06-01 21:12:02,2024-06-01 22:01:02,Successful,464.5,1,"H.No. 27
Char Path, Hubli–Dharwad-213396",2024-06-01 21:42:02,354
2710,231,67,Samosa,2024-01-26 18:18:46,2024-01-26 18:44:46,Successful,345.21,5,"02, Shanker Zila, Kolhapur-481258",2024-01-26 18:55:46,92
2711,78,92,Dosa,2024-08-07 06:24:16,2024-08-07 08:08:16,Successful,152.63,1,"H.No. 862
Kala, Pudukkottai-662216",2024-08-07 06:49:16,135
2712,444,253,Dal Makhani,2024-07-22 01:54:07,2024-07-22 02:16:07,Successful,553.5,3,"H.No. 05
Ranganathan Chowk, Mira-Bhayandar-428114",2024-07-22 02:31:07,354
2713,332,144,Tandoori Chicken,2024-01-14 09:15:45,2024-01-14 10:59:45,Successful,443.98,2,"626
Majumdar Path
Hubli–Dharwad-871582",2024-01-14 09:36:45,345
2714,455,265,Paneer Tikka,2024-08-04 19:27:55,2024-08-04 20:41:55,Cancelled,368.12,3,"H.No. 882
Seth Chowk, Miryalaguda 610313",2024-08-04 20:01:55,140
2715,119,275,Samosa,2024-08-30 13:53:56,2024-08-30 15:30:56,Successful,389.33,2,"49/879
Kota Chowk, Bidhannagar 714138",2024-08-30 14:28:56,416
2716,148,149,Tandoori Chicken,2024-07-02 14:46:28,2024-07-02 15:42:28,Successful,427.36,4,"30, Joshi, Darbhanga-316165",2024-07-02 15:22:28,112
2717,142,183,Aloo Paratha,2024-04-11 03:47:58,2024-04-11 04:31:58,Successful,367.02,4,"194, Vyas Nagar, Jamnagar 080398",2024-04-11 04:16:58,26
2718,401,156,Biryani,2024-05-08 02:03:37,2024-05-08 03:30:37,Successful,766.93,3,"75/80
Sankar Path
Arrah 238637",2024-05-08 02:43:37,336
2719,97,278,Biryani,2024-08-10 01:28:44,2024-08-10 01:58:44,Successful,497.45,5,"H.No. 65, Shankar Road, Bikaner 102083",2024-08-10 01:51:44,154
2720,325,162,Tandoori Chicken,2024-02-28 14:43:36,2024-02-28 15:59:36,Successful,185.16,5,"09/386, Grewal Nagar
Thrissur 892474",2024-02-28 15:23:36,88
2721,459,287,Tandoori Chicken,2024-06-17 04:25:13,2024-06-17 06:08:13,Successful,412.87,2,"49, Sinha Street
Amaravati-900286",2024-06-17 04:49:13,311
2722,487,258,Chole Bhature,2024-07-28 13:49:22,2024-07-28 15:25:22,Successful,312.84,1,"H.No. 663, Madan Zila, Siliguri-292913",2024-07-28 14:13:22,326
2723,74,185,Chole Bhature,2024-05-15 05:54:57,2024-05-15 07:47:57,Successful,801.79,3,"H.No. 94, Kumer Path, Suryapet-679607",2024-05-15 06:23:57,63
2724,486,73,Paneer Tikka,2024-08-06 21:06:54,2024-08-06 22:12:54,Successful,461.46,2,"560, Cherian Path, Surat 318690",2024-08-06 21:36:54,25
2725,313,225,Pav Bhaji,2024-06-06 21:28:37,2024-06-06 22:05:37,Successful,993.78,3,"69/42, Chaudhari Path
Gurgaon 342796",2024-06-06 21:52:37,490
2726,376,189,Butter Chicken,2024-01-25 20:30:47,2024-01-25 22:27:47,Successful,330.7,4,"H.No. 054
Anne Street, Kadapa 706605",2024-01-25 21:00:47,353
2727,361,179,Butter Chicken,2024-05-18 22:14:14,2024-05-18 23:08:14,Successful,876.29,5,"716, Sane Zila, Danapur-596601",2024-05-18 22:35:14,163
2728,483,230,Dosa,2024-05-21 06:37:01,2024-05-21 07:22:01,Successful,724.6,4,"31/358, Sule Street
Bhind-820407",2024-05-21 07:01:01,211
2729,487,257,Pav Bhaji,2024-06-27 00:17:01,2024-06-27 02:06:01,Successful,253.83,5,"38/629
Sahota Circle, Bidar-729807",2024-06-27 00:47:01,98
2730,181,282,Tandoori Chicken,2024-02-13 22:04:37,2024-02-13 23:25:37,Successful,964.1,3,"00/768, Borde Marg
Ahmedabad 845123",2024-02-13 22:43:37,331
2731,200,293,Biryani,2024-09-11 15:56:14,2024-09-11 16:49:14,Successful,785.14,2,"73/897, Wadhwa Ganj, Thane-750140",2024-09-11 16:35:14,166
2732,87,109,Butter Chicken,2024-05-25 00:10:45,2024-05-25 01:55:45,Successful,873.03,4,"96
Deep Zila
Karnal 802091",2024-05-25 00:34:45,256
2733,110,249,Pav Bhaji,2024-05-26 21:39:09,2024-05-26 23:27:09,Successful,467.57,1,"54/184, Rastogi Zila
Panvel-092495",2024-05-26 22:08:09,484
2734,307,198,Butter Chicken,2024-08-23 16:39:00,2024-08-23 16:59:00,Successful,113.79,5,"02
Deshpande Street, Belgaum 906227",2024-08-23 17:00:00,401
2735,324,187,Paneer Tikka,2024-02-03 23:03:32,2024-02-04 00:20:32,Successful,729.9,4,"361
Lad Road
Ramgarh-636517",2024-02-03 23:40:32,244
2736,382,156,Tandoori Chicken,2024-03-21 16:54:17,2024-03-21 18:06:17,Successful,632.4,1,"H.No. 60, Dani Zila, Bhilai 135280",2024-03-21 17:26:17,441
2737,222,97,Pav Bhaji,2024-01-19 03:03:24,2024-01-19 03:46:24,Successful,779.22,2,"H.No. 65, Ray Chowk
Tiruchirappalli-405787",2024-01-19 03:41:24,200
2738,418,191,Tandoori Chicken,2024-07-18 21:04:01,2024-07-18 21:50:01,Successful,487.23,3,"16, Chadha Nagar
Kottayam 058969",2024-07-18 21:37:01,224
2739,280,82,Paneer Tikka,2024-07-03 02:26:57,2024-07-03 03:00:57,Successful,948.24,2,"18
Chada Chowk
Raurkela Industrial Township-994751",2024-07-03 03:05:57,82
2740,240,20,Chole Bhature,2024-06-20 18:42:10,2024-06-20 20:08:10,Successful,131.44,4,"14/31, Bhattacharyya Chowk
Nagaon-084118",2024-06-20 19:07:10,245
2741,125,81,Dosa,2024-08-22 09:46:25,2024-08-22 11:07:25,Successful,157.4,2,"51, Rout Zila, Bhimavaram 809462",2024-08-22 10:23:25,247
2742,77,157,Tandoori Chicken,2024-01-31 05:32:08,2024-01-31 06:12:08,Successful,967.79,4,"H.No. 96, Korpal Marg
Deoghar-941439",2024-01-31 05:55:08,105
2743,197,169,Butter Chicken,2024-03-13 05:54:04,2024-03-13 07:18:04,Successful,336.64,2,"H.No. 854
Tiwari Marg
Yamunanagar 648270",2024-03-13 06:30:04,311
2744,316,52,Tandoori Chicken,2024-01-14 14:14:34,2024-01-14 16:14:34,Cancelled,479.49,3,"H.No. 899
Majumdar Nagar, Bhagalpur-402098",2024-01-14 14:43:34,17
2745,243,28,Tandoori Chicken,2024-06-13 21:23:36,2024-06-13 23:02:36,Successful,148.9,5,"892
Sama Road
Imphal 831729",2024-06-13 21:45:36,188
2746,25,191,Pav Bhaji,2024-08-26 13:27:54,2024-08-26 14:50:54,Successful,688.46,2,"83, Mammen Path, Firozabad 398816",2024-08-26 13:51:54,215
2747,187,90,Aloo Paratha,2024-01-10 08:21:09,2024-01-10 08:46:09,Successful,518.03,4,"56/172, Chopra Marg, Bettiah 901072",2024-01-10 08:56:09,423
2748,134,64,Butter Chicken,2024-04-27 00:30:19,2024-04-27 01:06:19,Successful,865.59,4,"H.No. 43
Dass Street
Tiruchirappalli 577693",2024-04-27 01:04:19,419
2749,499,157,Butter Chicken,2024-05-28 06:00:17,2024-05-28 07:21:17,Successful,924.31,4,"H.No. 39
Arora Road, Jalna 254534",2024-05-28 06:20:17,87
2750,315,173,Aloo Paratha,2024-08-18 10:45:23,2024-08-18 11:20:23,Successful,346.7,1,"H.No. 466
Shroff
Medininagar-126001",2024-08-18 11:15:23,235
2751,356,233,Dosa,2024-03-23 23:41:00,2024-03-24 00:39:00,Successful,950.19,4,"182, Golla Circle, Ongole 586888",2024-03-24 00:02:00,287
2752,241,181,Pav Bhaji,2024-03-22 04:06:54,2024-03-22 04:50:54,Successful,106.51,3,"H.No. 770, Salvi Zila
Bhind 255139",2024-03-22 04:26:54,61
2753,240,62,Tandoori Chicken,2024-03-26 00:45:18,2024-03-26 02:15:18,Successful,776.0,5,"52/65
Brahmbhatt Chowk
Mango 421895",2024-03-26 01:14:18,496
2754,224,9,Dal Makhani,2024-07-16 04:44:06,2024-07-16 05:04:06,Successful,884.79,3,"08/43, Gour Road
Karimnagar-969287",2024-07-16 05:22:06,56
2755,78,227,Pav Bhaji,2024-04-22 22:20:41,2024-04-22 23:47:41,Successful,993.72,5,"005
Tandon Circle
Amravati-029450",2024-04-22 22:57:41,439
2756,358,133,Paneer Tikka,2024-03-01 07:18:37,2024-03-01 08:23:37,Successful,252.54,2,"301
Vora Ganj
Tiruvottiyur-258763",2024-03-01 07:44:37,126
2757,242,120,Dal Makhani,2024-07-16 20:32:37,2024-07-16 20:53:37,Cancelled,542.38,2,"H.No. 282
Savant Path, Akola 605552",2024-07-16 20:53:37,179
2758,55,148,Samosa,2024-01-12 13:24:45,2024-01-12 14:26:45,Successful,121.32,4,"59/21, Venkatesh Marg, Kadapa 140475",2024-01-12 13:48:45,201
2759,440,62,Pav Bhaji,2024-08-03 18:09:23,2024-08-03 18:35:23,Successful,251.93,3,"39
Saha Road
Hazaribagh-440016",2024-08-03 18:38:23,269
2760,250,14,Samosa,2024-05-11 04:04:38,2024-05-11 04:49:38,Successful,779.14,4,"462, Anne Ganj
Patiala 628456",2024-05-11 04:28:38,74
2761,499,127,Chole Bhature,2024-07-26 14:28:35,2024-07-26 15:01:35,Cancelled,525.29,4,"H.No. 67
Basu Nagar, Ranchi-765751",2024-07-26 15:08:35,125
2762,83,9,Biryani,2024-03-29 15:57:38,2024-03-29 17:52:38,Cancelled,512.24,5,"54/38
Deo Path, Haridwar-102814",2024-03-29 16:28:38,23
2763,211,220,Aloo Paratha,2024-06-29 09:26:27,2024-06-29 09:54:27,Successful,836.46,5,"H.No. 259
Sachdev Ganj, Vadodara-717779",2024-06-29 09:53:27,64
2764,218,23,Pav Bhaji,2024-01-02 01:52:26,2024-01-02 03:15:26,Successful,605.31,5,"185, Gara Ganj
South Dumdum-973088",2024-01-02 02:22:26,196
2765,8,31,Pav Bhaji,2024-07-20 08:01:34,2024-07-20 08:54:34,Successful,130.18,4,"262, Dar Road
Meerut 823261",2024-07-20 08:25:34,40
2766,138,30,Dal Makhani,2024-01-26 18:53:42,2024-01-26 20:46:42,Successful,287.87,2,"31
Balay Nagar
Kulti 358066",2024-01-26 19:17:42,384
2767,481,155,Samosa,2024-09-08 12:00:20,2024-09-08 12:34:20,Successful,294.88,3,"31/795, Basu Path
Hajipur-387215",2024-09-08 12:38:20,30
2768,440,237,Butter Chicken,2024-01-10 02:42:13,2024-01-10 04:31:13,Successful,526.8,4,"71
Batta Road
Madurai 541776",2024-01-10 03:07:13,110
2769,170,124,Butter Chicken,2024-05-05 23:33:11,2024-05-06 00:10:11,Successful,483.8,3,"H.No. 711, Dutt Ganj
Gudivada 165141",2024-05-06 00:04:11,43
2770,480,22,Dosa,2024-02-12 07:22:01,2024-02-12 08:42:01,Successful,394.61,2,"95/11
Biswas
Danapur-140641",2024-02-12 07:48:01,179
2771,138,198,Chole Bhature,2024-03-17 03:42:42,2024-03-17 04:30:42,Successful,907.93,5,"166
Baria, Karnal-308640",2024-03-17 04:06:42,490
2772,269,118,Butter Chicken,2024-06-29 08:36:19,2024-06-29 10:30:19,Successful,237.4,4,"858
Goda Circle, Dewas-551854",2024-06-29 09:11:19,480
2773,142,52,Chole Bhature,2024-05-07 00:37:54,2024-05-07 01:47:54,Successful,942.41,1,"09/521, Tara Nagar
Amaravati 975191",2024-05-07 01:05:54,67
2774,49,54,Butter Chicken,2024-06-16 04:21:48,2024-06-16 05:45:48,Successful,565.49,1,"29
D’Alia
Ichalkaranji-156972",2024-06-16 04:44:48,284
2775,293,30,Butter Chicken,2024-07-22 11:12:22,2024-07-22 12:39:22,Successful,403.26,1,"350, Vyas, Guwahati 388822",2024-07-22 11:47:22,269
2776,390,275,Dal Makhani,2024-08-23 11:42:00,2024-08-23 13:05:00,Cancelled,342.32,3,"H.No. 548
Batta Zila, Berhampore 161018",2024-08-23 12:03:00,201
2777,294,296,Dosa,2024-01-23 00:32:29,2024-01-23 01:53:29,Successful,869.11,1,"74/32
Basak, Tiruvottiyur-220622",2024-01-23 00:56:29,384
2778,142,36,Dal Makhani,2024-06-25 04:10:15,2024-06-25 05:47:15,Successful,223.99,5,"87/739, Bal Zila
Chapra-770837",2024-06-25 04:37:15,354
2779,205,90,Butter Chicken,2024-09-01 09:20:56,2024-09-01 10:14:56,Successful,569.37,5,"282
Mall Nagar
Eluru-671856",2024-09-01 09:50:56,183
2780,395,195,Chole Bhature,2024-02-19 14:17:43,2024-02-19 15:41:43,Successful,370.86,1,"95/974, Wagle Path, Kalyan-Dombivli-392358",2024-02-19 14:41:43,279
2781,133,281,Chole Bhature,2024-03-28 19:00:45,2024-03-28 20:05:45,Successful,637.63,2,"H.No. 536, Bera Zila, Jamalpur 920217",2024-03-28 19:31:45,42
2782,264,280,Butter Chicken,2024-07-30 06:19:17,2024-07-30 07:09:17,Successful,777.65,3,"95/11, Chakrabarti
Bidhannagar 459370",2024-07-30 06:56:17,282
2783,160,31,Dal Makhani,2024-07-08 16:58:49,2024-07-08 18:25:49,Successful,232.96,3,"99/64
Varghese Ganj
Dhule-262122",2024-07-08 17:33:49,333
2784,64,22,Biryani,2024-02-13 22:40:31,2024-02-13 23:15:31,Successful,544.22,4,"H.No. 166, Khanna Marg
Bardhaman-697776",2024-02-13 23:16:31,293
2785,8,22,Dosa,2024-08-17 01:02:52,2024-08-17 02:39:52,Successful,721.0,4,"44/920
Sibal Circle
Dharmavaram 077617",2024-08-17 01:26:52,39
2786,442,32,Tandoori Chicken,2024-03-20 04:09:56,2024-03-20 04:51:56,Successful,418.17,3,"39/53, Bhasin Ganj, Faridabad 332195",2024-03-20 04:42:56,450
2787,9,148,Paneer Tikka,2024-07-12 16:31:24,2024-07-12 17:25:24,Successful,273.35,2,"29/034, Shan Street
Kharagpur 233181",2024-07-12 17:01:24,164
2788,318,212,Aloo Paratha,2024-06-06 18:19:50,2024-06-06 19:26:50,Successful,225.13,4,"741
Loke Road, Raiganj 638300",2024-06-06 18:59:50,11
2789,37,252,Dosa,2024-02-21 22:01:21,2024-02-21 23:11:21,Successful,955.81,5,"98/054, Sachar Path
Agra 411730",2024-02-21 22:33:21,439
2790,194,270,Dosa,2024-07-27 08:56:17,2024-07-27 10:21:17,Successful,209.98,1,"58/67, Dhar Chowk, Thrissur-770564",2024-07-27 09:34:17,485
2791,219,178,Tandoori Chicken,2024-01-19 07:05:45,2024-01-19 07:40:45,Successful,536.05,1,"H.No. 55, Dube Circle
Shahjahanpur 187331",2024-01-19 07:33:45,473
2792,14,123,Butter Chicken,2024-09-06 22:52:10,2024-09-06 23:43:10,Successful,837.0,5,"10/557
Sharma Marg, Sambalpur-058407",2024-09-06 23:21:10,198
2793,254,59,Dal Makhani,2024-06-01 19:15:21,2024-06-01 20:09:21,Successful,614.42,4,"78/51
Thakur Chowk, Mehsana 494661",2024-06-01 19:49:21,432
2794,131,74,Dosa,2024-06-14 15:03:19,2024-06-14 16:56:19,Successful,398.87,2,"16, Wali Chowk
Bidar-163754",2024-06-14 15:39:19,161
2795,268,179,Dosa,2024-01-04 01:40:03,2024-01-04 03:14:03,Cancelled,999.82,2,"29
Sha, Haldia-377671",2024-01-04 02:18:03,211
2796,271,31,Dosa,2024-02-16 04:09:46,2024-02-16 04:55:46,Successful,357.73,5,"H.No. 90, Tailor Ganj
Bharatpur 789733",2024-02-16 04:33:46,212
2797,102,239,Pav Bhaji,2024-01-03 13:04:34,2024-01-03 14:03:34,Successful,666.3,2,"84/35
Kibe Circle, Khora  823873",2024-01-03 13:27:34,214
2798,131,97,Butter Chicken,2024-03-30 17:31:09,2024-03-30 18:11:09,Successful,850.84,3,"28/35
Shroff Road, Bardhaman 348709",2024-03-30 18:04:09,424
2799,293,165,Dal Makhani,2024-03-03 08:46:00,2024-03-03 10:25:00,Successful,306.19,4,"01/659, Dada, New Delhi-610728",2024-03-03 09:16:00,131
2800,299,270,Paneer Tikka,2024-08-17 23:26:16,2024-08-18 00:57:16,Successful,222.3,3,"41/118, Shukla Road, Farrukhabad-781372",2024-08-17 23:57:16,388
2801,110,201,Butter Chicken,2024-07-16 23:33:58,2024-07-17 00:06:58,Successful,247.29,4,"24, Chatterjee Street, Raurkela Industrial Township 657711",2024-07-17 00:05:58,337
2802,450,283,Samosa,2024-06-28 07:32:58,2024-06-28 08:33:58,Successful,347.68,4,"13/31
Chakraborty Ganj, Kakinada-091996",2024-06-28 07:53:58,346
2803,129,198,Dal Makhani,2024-02-09 20:38:36,2024-02-09 22:01:36,Successful,622.2,4,"H.No. 42
Andra Road, Junagadh 054227",2024-02-09 20:58:36,309
2804,357,36,Samosa,2024-08-18 23:41:21,2024-08-19 00:24:21,Successful,538.87,2,"H.No. 903, Sem Chowk
Bettiah 600167",2024-08-19 00:13:21,18
2805,199,235,Tandoori Chicken,2024-03-25 12:00:55,2024-03-25 12:27:55,Successful,135.25,4,"11/33
Bedi Road, Panipat-604287",2024-03-25 12:36:55,141
2806,273,154,Butter Chicken,2024-06-11 22:19:48,2024-06-11 23:54:48,Successful,350.67,2,"H.No. 725
Lad Nagar
Begusarai-906807",2024-06-11 22:41:48,305
2807,400,135,Dosa,2024-07-30 02:04:34,2024-07-30 03:59:34,Successful,938.75,1,"162
Rama, Chandigarh-882198",2024-07-30 02:26:34,191
2808,140,194,Dal Makhani,2024-07-24 14:17:56,2024-07-24 16:00:56,Successful,709.73,4,"H.No. 82
Wali Marg
Phagwara 931445",2024-07-24 14:53:56,271
2809,114,299,Butter Chicken,2024-07-11 11:13:47,2024-07-11 12:40:47,Successful,186.67,4,"H.No. 564, Lala Nagar
Bardhaman 528230",2024-07-11 11:49:47,3
2810,243,8,Samosa,2024-09-01 02:20:27,2024-09-01 03:08:27,Successful,757.4,1,"54/02, Din Nagar, Firozabad 560313",2024-09-01 02:59:27,196
2811,423,167,Samosa,2024-06-02 23:33:24,2024-06-03 01:31:24,Successful,864.96,1,"38
Bajwa Zila, Gurgaon 121966",2024-06-03 00:13:24,175
2812,151,37,Dosa,2024-08-10 04:39:14,2024-08-10 05:56:14,Cancelled,513.94,5,"508
Sur
Sambhal-028873",2024-08-10 05:01:14,447
2813,209,73,Aloo Paratha,2024-05-28 07:58:09,2024-05-28 08:35:09,Successful,586.73,4,"75/82
Khosla Marg
Kavali-124685",2024-05-28 08:24:09,44
2814,156,155,Tandoori Chicken,2024-03-02 11:40:21,2024-03-02 12:24:21,Successful,794.8,4,"700
Chaudhary, Pondicherry 022779",2024-03-02 12:05:21,187
2815,94,29,Paneer Tikka,2024-01-09 17:56:44,2024-01-09 18:25:44,Successful,304.82,3,"H.No. 810, Solanki Marg
Bhalswa Jahangir Pur-281071",2024-01-09 18:21:44,175
2816,265,282,Pav Bhaji,2024-08-04 06:42:44,2024-08-04 08:13:44,Successful,969.48,4,"961
Ravi Nagar, Bulandshahr 704389",2024-08-04 07:09:44,273
2817,492,293,Dosa,2024-01-29 03:33:48,2024-01-29 05:23:48,Successful,650.93,4,"29/50, Madan Chowk
Nanded 314213",2024-01-29 04:05:48,147
2818,230,240,Biryani,2024-04-28 03:25:48,2024-04-28 03:47:48,Successful,444.88,2,"H.No. 193, Virk Nagar, Jamalpur-119171",2024-04-28 03:45:48,379
2819,164,80,Aloo Paratha,2024-06-01 14:11:35,2024-06-01 15:25:35,Successful,575.97,5,"01, Gera Street, Satna-265354",2024-06-01 14:35:35,205
2820,395,173,Dal Makhani,2024-04-25 20:46:21,2024-04-25 22:34:21,Successful,336.83,4,"002
Arora
Bidar-191884",2024-04-25 21:07:21,222
2821,112,291,Aloo Paratha,2024-07-13 13:01:39,2024-07-13 15:00:39,Successful,627.72,3,"086
Koshy Road, Nizamabad-959690",2024-07-13 13:33:39,423
2822,386,213,Tandoori Chicken,2024-04-23 22:09:52,2024-04-24 00:02:52,Successful,174.11,1,"40/15
Kant Ganj
Agra 298722",2024-04-23 22:29:52,181
2823,153,148,Dal Makhani,2024-01-16 00:08:01,2024-01-16 01:16:01,Successful,898.87,3,"H.No. 013
Kadakia Chowk, Baranagar 565827",2024-01-16 00:43:01,302
2824,484,234,Paneer Tikka,2024-03-18 08:55:03,2024-03-18 10:50:03,Successful,668.36,1,"H.No. 01, Sarkar
Guntakal-374916",2024-03-18 09:34:03,349
2825,166,98,Chole Bhature,2024-04-08 13:37:41,2024-04-08 14:53:41,Successful,983.03,1,"36/298
Butala Road
Anantapur-189037",2024-04-08 14:14:41,49
2826,275,5,Dal Makhani,2024-05-28 17:23:48,2024-05-28 18:00:48,Successful,330.47,5,"H.No. 03, Hayer Nagar
Kota 905935",2024-05-28 18:01:48,220
2827,195,63,Paneer Tikka,2024-08-30 16:46:49,2024-08-30 17:40:49,Successful,923.8,5,"11/84, Raval Road, Morena-371135",2024-08-30 17:21:49,141
2828,127,179,Chole Bhature,2024-06-28 00:35:32,2024-06-28 01:41:32,Successful,604.22,2,"16/385, Suri Nagar
Panipat-791980",2024-06-28 01:12:32,361
2829,112,278,Dal Makhani,2024-08-28 02:56:37,2024-08-28 03:46:37,Successful,291.72,3,"47/736
Trivedi Path
Nagpur-709675",2024-08-28 03:20:37,120
2830,161,250,Dosa,2024-06-29 23:53:11,2024-06-30 00:19:11,Successful,720.33,2,"H.No. 654
Majumdar Nagar
Ambarnath-639043",2024-06-30 00:18:11,396
2831,379,285,Dosa,2024-01-21 23:40:27,2024-01-22 00:48:27,Cancelled,178.13,4,"47/73
Sehgal Nagar, Bidhannagar-706517",2024-01-22 00:09:27,457
2832,486,78,Biryani,2024-02-26 17:45:20,2024-02-26 19:20:20,Successful,212.07,2,"05/701
Ganguly Zila, Bikaner 946956",2024-02-26 18:17:20,246
2833,117,28,Paneer Tikka,2024-07-31 04:14:06,2024-07-31 06:02:06,Cancelled,127.73,1,"52/926
Butala Zila, Aurangabad 547502",2024-07-31 04:53:06,273
2834,262,78,Dal Makhani,2024-05-09 16:28:20,2024-05-09 18:03:20,Successful,503.94,1,"H.No. 653
Desai Zila
Mehsana 246770",2024-05-09 16:49:20,403
2835,49,292,Dal Makhani,2024-08-19 16:10:59,2024-08-19 18:10:59,Successful,229.93,4,"917, Koshy Chowk, Jodhpur-719324",2024-08-19 16:42:59,61
2836,113,277,Dosa,2024-04-19 18:48:57,2024-04-19 20:40:57,Successful,698.81,3,"H.No. 725
Banik Nagar
Kanpur 375856",2024-04-19 19:18:57,286
2837,92,226,Butter Chicken,2024-08-10 03:15:50,2024-08-10 04:27:50,Successful,817.79,1,"H.No. 617, Kumar Road
Chandrapur 696368",2024-08-10 03:40:50,361
2838,340,28,Aloo Paratha,2024-04-23 10:07:40,2024-04-23 11:20:40,Successful,107.15,3,"00/34, Bera Marg, Raebareli-525195",2024-04-23 10:29:40,37
2839,297,76,Biryani,2024-08-12 21:57:18,2024-08-12 22:23:18,Successful,589.52,2,"29/02
Swamy Street
Rajahmundry 791493",2024-08-12 22:34:18,186
2840,469,295,Paneer Tikka,2024-06-07 09:08:04,2024-06-07 09:33:04,Successful,230.06,2,"02/524, Bala, Phusro 886786",2024-06-07 09:45:04,359
2841,50,271,Chole Bhature,2024-01-04 12:05:10,2024-01-04 13:23:10,Successful,310.12,3,"H.No. 578
Kalita Nagar
Jamshedpur-044134",2024-01-04 12:33:10,421
2842,318,88,Samosa,2024-03-09 16:33:39,2024-03-09 17:43:39,Successful,321.6,2,"348, Bail Path
Ludhiana 349439",2024-03-09 17:03:39,156
2843,473,184,Pav Bhaji,2024-08-14 00:30:19,2024-08-14 02:15:19,Successful,345.16,2,"01
Chauhan Street, Cuttack 515278",2024-08-14 01:10:19,493
2844,223,123,Butter Chicken,2024-08-30 05:17:02,2024-08-30 05:52:02,Successful,779.99,4,"318, Yadav
Allahabad-249672",2024-08-30 05:38:02,226
2845,89,104,Tandoori Chicken,2024-06-02 11:39:18,2024-06-02 12:02:18,Successful,950.33,1,"69/84, Shenoy Circle
Hyderabad 225361",2024-06-02 12:11:18,208
2846,13,297,Pav Bhaji,2024-09-01 11:35:25,2024-09-01 12:55:25,Successful,321.08,1,"424
Khatri Marg, Hapur 755237",2024-09-01 12:02:25,387
2847,406,190,Aloo Paratha,2024-01-21 08:24:05,2024-01-21 10:06:05,Successful,480.93,3,"30/601
Johal Path
Sasaram 220231",2024-01-21 08:49:05,302
2848,374,182,Aloo Paratha,2024-05-18 04:30:28,2024-05-18 04:52:28,Successful,146.01,4,"09
Mander Chowk
Srinagar 434156",2024-05-18 04:52:28,384
2849,72,63,Paneer Tikka,2024-04-03 10:37:41,2024-04-03 11:05:41,Successful,792.87,1,"H.No. 748, Kaul, Meerut 331564",2024-04-03 11:11:41,288
2850,185,37,Pav Bhaji,2024-02-21 12:09:16,2024-02-21 13:29:16,Successful,543.1,5,"77/298, Dave Street
Nizamabad 000020",2024-02-21 12:47:16,347
2851,204,136,Dosa,2024-08-19 18:27:01,2024-08-19 19:57:01,Successful,377.91,5,"57/253
Ben
Faridabad-803775",2024-08-19 19:04:01,376
2852,312,131,Paneer Tikka,2024-01-25 00:02:07,2024-01-25 00:24:07,Successful,629.7,5,"26/21
Kaul Ganj, Srikakulam 237248",2024-01-25 00:39:07,4
2853,47,73,Biryani,2024-01-01 08:19:48,2024-01-01 09:31:48,Successful,924.52,3,"38/941
Gade Circle
Sultan Pur Majra 746836",2024-01-01 08:47:48,362
2854,317,163,Dal Makhani,2024-04-29 17:50:09,2024-04-29 19:07:09,Successful,263.71,5,"H.No. 788, Subramanian Path
Nagercoil 523497",2024-04-29 18:16:09,468
2855,116,291,Chole Bhature,2024-07-12 10:28:38,2024-07-12 11:17:38,Cancelled,940.71,3,"227, Sharma Street, Jalandhar 889689",2024-07-12 10:53:38,297
